Age,Income,Family,CCAvg,Mortgage,Online,edu_graduate,edu_undergrad,LoanTaken
48,78,3,2,0,1,0,1,0
50,45,4,0,93,1,0,1,0
33,51,4,2,0,0,0,0,0
32,111,2,1,0,0,0,0,0
34,45,3,2,153,1,0,1,0
33,184,2,4,0,0,1,0,1
32,41,2,1,112,1,1,0,0
55,69,4,1,0,1,0,0,0
58,23,3,0,0,0,0,1,0
47,160,2,6,0,0,0,1,0
30,61,1,0,251,1,1,0,0
42,110,2,6,182,1,0,1,0
40,50,2,0,0,0,0,0,0
33,49,1,2,0,1,1,0,0
46,185,4,7,428,0,1,0,1
63,52,2,1,0,1,0,1,0
62,53,2,2,0,1,0,1,0
43,125,4,3,0,0,1,0,1
31,72,3,1,0,1,0,1,0
28,51,4,1,0,0,0,0,0
64,23,3,0,0,0,0,1,0
27,41,1,1,0,0,0,0,0
33,41,3,2,108,1,0,1,0
39,138,1,4,0,1,1,0,1
44,138,2,3,0,0,0,1,0
53,14,4,0,0,1,0,1,0
42,145,2,8,505,0,0,1,0
44,25,3,1,0,0,1,0,0
34,43,1,1,142,0,0,1,0
47,93,1,0,309,1,1,0,0
53,90,2,0,217,0,0,1,0
62,41,2,1,154,1,0,0,0
61,169,2,6,106,1,0,0,1
42,63,2,2,0,1,0,0,0
48,23,3,0,95,0,1,0,0
38,140,4,0,0,0,0,1,1
41,75,1,1,0,1,0,0,0
57,13,4,0,78,1,1,0,0
31,10,1,0,81,1,0,0,0
39,100,1,0,0,1,1,0,0
48,85,3,1,203,1,0,1,0
55,73,3,2,219,1,0,1,0
29,130,2,6,0,0,0,1,0
47,65,3,2,0,1,1,0,0
61,59,4,1,148,0,0,1,0
60,31,2,1,0,0,0,0,0
34,134,1,4,0,0,0,1,0
45,11,4,0,106,1,0,1,0
60,32,1,0,80,1,0,0,0
25,53,2,1,0,1,0,0,0
41,28,1,0,0,0,0,1,0
63,44,2,1,0,1,0,0,0
63,40,1,0,118,0,0,1,0
43,40,3,0,0,1,1,0,0
58,163,2,0,400,0,0,1,0
50,82,1,1,0,1,0,0,0
38,89,4,1,0,0,1,0,0
54,78,4,1,0,1,1,0,0
61,55,3,0,197,0,0,0,0
29,34,4,0,0,1,1,0,0
39,108,4,3,301,0,1,0,1
33,58,4,2,0,1,1,0,0
23,73,4,2,0,1,0,1,0
56,54,4,2,0,1,0,1,0
54,45,4,0,0,0,1,0,0
37,123,1,2,0,1,1,0,1
38,93,1,5,267,1,0,1,0
34,102,4,2,0,1,1,0,0
53,39,3,1,0,1,0,1,0
65,114,4,3,0,0,1,0,0
62,29,1,0,0,0,0,0,0
51,30,3,0,144,0,1,0,0
31,22,1,0,0,0,0,0,0
64,38,2,0,186,1,0,1,0
39,41,2,1,0,0,0,1,0
28,161,4,1,422,1,0,0,1
60,38,3,0,0,1,1,0,0
47,25,1,0,0,1,0,0,0
25,70,4,2,218,1,0,1,0
44,201,2,8,0,1,0,1,0
51,42,2,0,0,1,0,0,0
31,64,1,1,0,1,0,1,0
32,28,4,1,0,0,0,0,0
51,119,1,4,208,1,0,1,0
25,28,1,1,0,1,0,0,0
43,60,3,2,0,1,0,0,0
54,23,1,1,0,0,1,0,0
34,164,4,7,0,1,0,0,1
54,39,2,0,0,0,0,1,0
42,19,2,0,85,1,0,0,0
46,72,2,0,0,1,0,0,0
62,41,3,0,0,1,0,0,0
31,32,2,0,130,1,1,0,0
30,69,1,0,0,1,1,0,0
52,23,3,0,0,0,0,1,0
35,44,4,0,0,1,0,1,0
60,32,3,0,165,1,1,0,0
58,25,2,0,123,1,0,1,0
24,80,2,1,0,1,0,0,0
40,83,1,0,230,1,1,0,0
49,133,1,7,0,1,0,1,0
43,89,1,0,307,0,1,0,0
33,81,2,4,187,1,0,0,0
36,44,2,1,85,1,1,0,0
62,119,2,2,0,0,0,1,0
57,39,4,0,147,0,0,1,0
64,40,2,1,0,0,0,0,0
52,79,3,0,183,0,0,1,0
54,30,4,0,0,1,1,0,0
40,179,1,2,0,1,0,0,1
30,178,2,6,0,0,0,1,0
55,82,4,3,0,1,1,0,0
39,50,2,2,0,0,1,0,0
55,64,2,1,0,0,1,0,0
28,129,1,1,0,0,0,1,0
44,68,4,2,0,0,0,1,0
46,30,1,1,112,0,0,0,0
61,48,3,1,0,0,0,1,0
61,130,1,1,257,0,0,1,0
38,105,2,1,0,1,0,1,0
29,41,4,0,0,1,0,1,0
52,168,3,6,118,1,0,0,1
38,80,2,2,0,1,0,1,0
28,134,2,3,0,1,0,1,0
34,49,1,2,0,0,0,0,0
35,63,2,1,0,1,0,1,0
46,70,4,1,212,0,0,1,0
63,32,3,0,141,0,1,0,0
33,14,3,0,114,0,0,0,0
38,111,2,6,326,0,0,1,0
53,38,4,2,144,1,1,0,0
28,121,2,2,341,1,0,1,0
44,90,4,2,0,1,0,0,0
58,178,2,6,0,1,1,0,1
38,20,4,0,79,1,1,0,0
48,61,2,1,229,0,0,1,0
33,43,4,0,0,0,0,1,0
66,39,1,1,0,1,1,0,0
59,60,4,2,234,1,0,1,0
40,63,3,3,0,1,0,1,0
36,8,4,0,81,0,0,0,0
62,52,4,1,0,1,1,0,0
51,92,4,3,0,1,0,1,1
58,111,2,1,298,1,0,1,0
52,71,1,1,0,0,0,0,0
41,25,2,0,91,0,1,0,0
31,34,1,1,156,1,0,0,0
28,74,3,2,0,0,0,0,0
57,120,2,2,0,0,0,1,0
61,50,4,1,0,0,1,0,0
60,10,2,1,0,1,0,1,0
56,45,4,2,113,1,1,0,0
49,29,4,1,0,1,0,1,0
63,145,2,6,0,1,0,1,0
49,100,2,6,0,0,0,1,0
49,24,3,0,0,1,0,1,0
32,60,1,1,0,1,0,1,0
26,50,4,0,0,0,1,0,0
27,43,3,1,0,0,1,0,0
57,79,3,4,0,0,0,1,0
29,44,3,0,0,1,1,0,0
59,14,2,1,107,1,0,1,0
53,19,4,0,106,0,0,1,0
54,111,1,1,0,1,1,0,1
56,90,1,1,0,1,1,0,0
50,21,2,0,129,0,0,0,0
51,104,1,4,0,1,1,0,1
53,75,1,1,0,1,1,0,0
37,175,2,7,297,1,0,1,0
32,98,1,4,171,0,0,1,1
49,41,4,0,153,1,0,1,0
34,171,2,2,569,1,1,0,1
54,79,4,1,0,1,1,0,0
64,24,4,0,0,0,1,0,0
58,90,1,3,0,0,1,0,1
25,39,3,2,0,1,1,0,0
50,9,2,0,0,0,0,1,0
38,15,2,0,90,1,1,0,0
48,80,1,2,0,1,0,1,0
41,63,1,0,79,0,0,0,0
32,20,1,0,102,1,0,0,0
46,43,2,2,0,1,0,0,0
39,65,1,1,0,0,0,0,0
39,91,2,1,151,0,1,0,0
63,53,1,0,0,0,0,1,0
58,110,3,1,0,0,1,0,0
28,82,3,1,103,1,0,1,0
36,23,4,0,0,1,0,0,0
43,172,2,6,0,1,0,1,0
36,88,2,2,0,1,0,1,0
44,71,2,0,0,1,0,0,0
31,180,1,2,144,0,0,0,1
45,39,2,2,184,0,0,0,0
39,94,1,1,0,0,0,0,0
43,25,3,1,0,1,1,0,0
40,10,2,0,102,1,0,0,0
30,42,1,1,184,0,0,1,0
58,142,2,3,0,0,0,1,0
46,34,2,1,0,1,0,1,0
35,139,1,4,0,0,0,1,0
30,154,2,4,207,1,0,1,0
34,40,2,2,89,0,0,0,0
62,33,1,1,140,1,0,0,0
58,80,2,1,0,1,0,1,0
45,10,3,0,100,1,1,0,0
42,41,3,0,0,1,0,0,0
60,30,4,1,118,1,0,1,0
55,78,1,0,190,1,0,0,0
52,23,1,0,0,0,0,0,0
31,149,1,6,0,0,0,1,0
60,25,4,0,0,1,0,0,0
33,42,1,2,0,1,0,0,0
37,71,1,2,185,1,0,1,0
59,114,3,4,0,1,1,0,1
51,70,1,2,0,1,1,0,0
47,149,4,6,0,0,0,1,1
60,55,4,2,0,1,1,0,0
61,29,1,1,0,0,0,1,0
64,123,1,3,0,1,0,1,0
46,152,1,7,374,1,0,0,1
31,8,4,0,0,0,1,0,0
57,69,4,0,56,0,0,1,0
48,161,4,7,310,0,0,0,1
48,79,1,0,0,0,1,0,0
35,105,1,4,0,0,0,1,0
33,39,3,2,0,0,0,1,0
47,163,1,5,0,0,0,1,0
46,9,1,0,0,1,0,1,0
44,71,4,2,0,0,0,0,0
42,51,3,2,0,0,0,0,0
50,32,1,1,167,0,0,0,0
52,161,4,4,0,1,0,1,1
53,60,1,0,0,1,0,1,0
37,35,4,1,0,0,1,0,0
64,41,4,1,0,1,1,0,0
46,73,2,1,216,1,0,1,0
57,49,4,1,214,1,0,1,0
61,79,2,2,194,1,0,1,0
42,120,2,7,0,0,0,1,0
40,60,2,3,0,0,0,1,0
33,78,3,0,0,1,1,0,0
50,40,4,1,131,0,1,0,0
52,110,2,5,204,1,0,0,1
35,160,4,5,0,0,0,0,1
57,68,4,0,191,1,0,1,0
56,49,2,1,103,1,0,0,0
44,65,2,2,0,1,0,1,0
23,55,3,2,145,1,1,0,0
48,152,1,0,0,0,0,1,0
45,42,3,2,0,0,1,0,0
54,39,4,0,0,1,1,0,0
42,111,3,3,0,0,0,1,1
47,82,3,2,0,0,0,1,0
61,108,4,3,0,1,1,0,0
53,59,2,0,0,1,0,0,0
56,61,3,2,193,1,0,1,0
33,78,4,2,0,1,1,0,0
63,113,4,1,0,1,0,0,0
47,62,1,2,0,1,1,0,0
50,81,1,4,248,1,0,1,0
49,13,3,0,106,1,0,1,0
34,75,1,2,194,0,0,1,0
40,33,2,0,89,1,0,0,0
38,179,1,4,0,1,0,1,0
51,69,3,2,0,1,1,0,0
28,45,1,1,0,1,0,0,0
52,59,3,3,0,1,1,0,0
39,81,2,2,0,1,0,1,0
29,133,1,5,212,1,0,1,0
54,81,2,0,0,1,0,0,0
63,14,4,0,86,1,1,0,0
40,28,2,0,0,0,0,0,0
36,93,2,2,0,1,0,1,0
45,191,3,2,123,0,0,0,1
61,155,1,2,0,1,0,1,0
26,155,2,7,0,0,0,1,0
33,68,4,1,0,1,0,1,0
64,52,2,1,226,0,0,1,0
43,51,1,0,0,0,0,0,0
24,44,4,1,180,1,0,1,0
30,121,2,3,408,1,0,1,0
60,49,4,2,204,1,0,1,0
50,42,2,1,78,1,0,0,0
40,144,1,4,0,0,0,1,0
31,72,1,2,0,1,1,0,0
30,44,1,1,109,0,0,1,0
60,43,3,0,175,0,0,0,0
39,74,1,0,144,1,1,0,0
66,145,1,2,0,1,0,1,0
65,158,2,2,0,0,0,1,0
54,78,4,4,0,0,0,1,0
54,154,1,2,352,1,1,0,1
35,105,2,4,0,0,0,0,0
32,100,3,0,0,1,1,0,0
63,58,1,0,0,1,1,0,0
60,113,1,0,406,1,0,1,0
43,10,2,0,0,0,1,0,0
59,142,2,2,0,0,0,1,0
62,128,1,2,0,0,0,1,0
30,131,3,0,0,0,0,0,1
54,88,4,1,122,1,1,0,0
30,101,2,0,0,1,0,1,0
31,70,2,1,0,1,0,0,0
44,122,1,0,0,1,0,1,0
32,70,3,1,0,1,0,1,0
63,148,2,4,0,1,0,0,1
57,43,2,2,166,1,0,0,0
60,31,1,1,0,1,0,0,0
37,35,2,0,0,0,0,0,0
53,81,4,2,0,1,0,0,0
51,19,1,1,98,0,0,0,0
30,98,4,1,129,1,0,0,0
28,101,4,2,0,1,0,0,0
50,81,2,0,0,0,0,0,0
52,135,1,0,452,1,0,1,0
56,34,2,0,0,1,1,0,0
40,104,1,3,249,0,0,1,0
64,29,3,0,0,1,1,0,0
61,119,2,5,0,1,1,0,1
46,82,2,1,0,1,1,0,0
55,62,1,0,56,1,0,1,0
45,85,3,2,0,1,0,1,0
40,8,2,0,0,0,1,0,0
63,78,4,1,0,1,0,0,0
57,44,3,0,0,1,1,0,0
38,122,2,8,0,1,0,1,0
37,22,3,0,114,0,1,0,0
31,39,4,2,0,1,1,0,0
50,55,1,1,0,1,1,0,0
42,144,2,6,158,0,0,1,0
51,71,1,2,0,0,1,0,0
38,191,2,3,0,1,0,1,0
53,22,1,0,100,1,1,0,0
43,158,1,2,0,1,0,1,0
35,131,3,0,0,1,0,0,1
49,75,1,2,160,0,1,0,0
28,69,3,0,170,0,1,0,0
51,39,2,0,0,0,0,1,0
39,34,4,1,0,1,0,1,0
31,32,1,1,0,1,0,1,0
44,129,1,5,0,1,0,1,0
46,158,3,5,432,0,0,1,1
42,54,1,1,0,1,0,1,0
41,34,1,2,0,0,1,0,0
23,45,4,0,0,1,1,0,0
59,68,2,2,0,0,0,0,0
47,53,1,1,0,1,1,0,0
48,32,1,0,0,0,0,1,0
58,173,2,7,0,1,0,0,1
58,31,4,0,0,0,0,1,0
54,72,2,3,144,1,0,1,0
49,30,4,0,157,1,1,0,0
63,73.90673997,1,2,0,1,0,1,0
62,18,1,1,127,0,1,0,0
45,69,1,2,220,1,0,1,0
39,58,3,2,247,1,0,1,0
58,63,4,1,0,1,0,1,0
56,43,2,0,0,0,0,1,0
29,28,1,1,0,1,0,0,0
33,38,1,2,133,0,0,0,0
55,72,3,0,147,0,1,0,0
56,64,4,0,0,1,0,1,0
36,70,3,2,165,1,1,0,0
53,12,1,0,0,0,0,1,0
57,159,2,0,0,0,0,1,0
35,103,2,4,0,1,0,0,0
43,42,1,0,0,1,0,0,0
54,48,2,2,142,1,0,0,0
29,49,1,1,0,0,0,1,0
39,89,2,0,0,1,0,1,0
32,22,4,0,0,1,1,0,0
51,10,2,0,86,0,0,1,0
50,38,1,1,120,0,1,0,0
54,73.90673997,2,2,95,1,0,1,0
38,30,2,1,0,0,0,0,0
32,82,1,2,240,1,1,0,0
62,82,1,0,312,1,0,0,0
57,24,1,0,0,0,1,0,0
47,32,4,0,156,1,0,1,0
51,34,3,0,111,1,0,0,0
54,195,2,4,477,0,1,0,1
37,22,3,0,0,1,1,0,0
27,40,4,1,0,1,0,0,0
63,50,2,2,205,0,0,1,0
62,35,2,0,0,0,0,0,0
59,64,3,0,0,0,1,0,0
32,49,3,2,0,1,0,1,0
35,44,4,1,192,0,1,0,0
56,65,2,3,0,1,0,1,0
55,13,4,0,0,1,0,1,0
31,84,1,2,105,0,0,0,0
54,28,4,0,101,1,1,0,0
58,108,3,4,0,1,0,1,0
48,59,1,0,144,1,0,1,0
48,163,1,2,396,1,0,1,0
33,183,2,8,582,1,0,0,1
36,69,4,4,0,1,0,0,0
41,115,1,7,0,0,0,1,0
55,130,4,6,0,0,0,1,1
63,185,2,7,358,1,1,0,1
53,118,2,0,0,1,0,1,0
38,163,1,4,0,0,0,1,0
46,140,2,6,380,1,0,1,0
59,91,2,0,0,1,1,0,0
56,61,4,1,0,1,0,0,0
59,168,4,4,0,1,1,0,1
39,69,3,0,0,0,1,0,0
47,22,1,0,104,0,0,1,0
47,53,1,0,213,0,0,1,0
53,25,2,1,0,1,1,0,0
36,115,4,2,0,0,1,0,1
34,31,4,1,85,1,0,0,0
36,83,1,2,0,0,0,0,0
60,152,2,6,0,0,0,1,0
45,30,1,0,0,1,0,1,0
27,34,1,0,0,1,0,0,0
47,44,1,1,0,1,0,0,0
44,182,2,7,0,0,0,1,0
54,44,3,1,117,1,0,1,0
57,122,2,6,153,1,0,1,0
52,35,4,1,0,1,0,1,0
51,91,1,0,0,0,0,0,0
57,30,2,2,0,0,1,0,0
65,53,1,2,0,1,0,0,0
58,28,1,0,0,1,0,0,0
64,85,4,3,200,1,1,0,0
52,28,2,0,90,1,1,0,0
58,41,4,0,177,1,0,1,0
52,154,1,5,0,1,0,0,1
43,41,1,0,0,1,0,0,0
56,33,3,1,0,0,0,1,0
37,182,3,5,0,1,0,0,1
53,59,2,0,0,1,0,0,0
27,129,2,3,0,0,0,1,0
53,35,3,0,136,1,0,0,0
42,185,3,2,0,1,1,0,1
58,45,4,1,201,0,1,0,0
36,62,4,0,145,0,1,0,0
53,183,3,8,467,1,0,0,1
48,14,2,0,0,1,0,0,0
54,53,1,2,0,1,0,0,0
26,48,3,2,169,0,0,0,0
50,128,2,0,0,1,0,1,0
31,105,1,4,331,1,0,1,0
35,40,3,0,0,1,0,1,0
63,10,2,0,0,1,0,1,0
29,102,2,3,303,0,0,1,0
57,31,3,0,0,1,1,0,0
30,30,4,0,158,1,0,1,0
33,21,1,0,0,0,0,0,0
62,44,2,0,0,0,0,1,0
35,48,1,2,164,1,0,0,0
37,21,3,0,0,1,1,0,0
37,84,4,2,0,1,1,0,0
35,64,3,0,230,1,1,0,0
35,82,1,2,138,0,0,1,0
59,39,4,1,0,1,0,1,0
53,45,2,0,0,1,0,0,0
45,133,4,5,0,1,0,0,1
46,152,2,1,0,1,0,1,0
40,12,1,1,91,0,0,1,0
42,32,3,1,149,1,0,1,0
25,74,4,2,204,0,0,1,0
39,54,2,1,159,0,1,0,0
30,181,3,4,0,1,1,0,1
41,95,3,0,240,0,0,1,0
37,190,4,7,565,1,1,0,1
36,90,1,2,0,1,0,1,0
27,20,4,1,134,1,0,1,0
60,64,3,2,0,0,0,0,0
62,85,2,1,98,0,0,0,0
67,105,4,1,0,1,1,0,0
44,21,1,0,0,1,0,1,0
24,78,2,1,0,0,1,0,0
45,158,2,6,132,1,0,1,0
58,125,1,4,219,0,0,1,0
61,81,3,1,0,1,1,0,0
54,183,1,8,0,1,0,1,0
28,54,4,0,0,1,1,0,0
49,79,4,3,212,1,0,0,0
35,38,1,1,136,1,1,0,0
36,172,4,1,295,1,1,0,1
34,184,3,7,0,0,0,1,1
36,158,2,7,114,1,0,1,0
35,188,1,0,282,1,0,0,1
27,20,4,0,0,1,0,0,0
42,60,4,0,151,0,0,0,0
65,113,4,2,0,1,0,0,0
29,70,4,0,0,1,0,1,0
65,84,2,0,0,1,0,0,0
59,23,2,0,0,1,0,0,0
46,141,2,3,0,1,0,1,0
59,110,3,4,264,1,0,1,0
52,31,4,1,0,1,0,1,0
60,22,1,1,80,0,0,1,0
43,91,1,5,0,0,0,1,0
65,82,4,2,252,1,0,0,0
50,23,1,0,0,0,0,1,0
48,35,1,0,0,1,0,1,0
49,114,1,2,0,1,0,0,1
58,18,3,0,0,1,1,0,0
24,80,2,1,238,0,0,0,0
58,74,2,2,0,0,0,0,0
45,122,4,4,0,1,1,0,1
42,73,3,2,0,0,1,0,0
64,40,2,1,0,1,0,1,0
49,55,4,0,0,1,0,0,0
55,69,1,2,0,0,1,0,0
40,92,4,1,0,1,1,0,0
28,48,4,2,0,1,0,0,0
57,113,4,0,327,1,0,0,1
50,58,1,1,0,1,1,0,0
40,109,2,2,0,1,0,1,0
55,39,3,1,0,1,1,0,0
53,33,3,1,144,0,1,0,0
48,18,4,0,0,1,0,1,0
59,63,1,1,0,1,0,1,0
58,43,1,2,0,1,1,0,0
38,70,4,2,0,1,0,0,0
49,19,1,0,0,0,0,0,0
60,39,4,1,140,1,1,0,0
54,81,3,0,0,0,0,1,0
28,34,4,1,0,0,0,0,0
27,140,1,5,175,1,1,0,1
42,114,1,0,0,0,0,1,0
52,55,2,3,151,0,0,0,0
54,21,1,0,76,1,1,0,0
56,50,4,2,0,1,1,0,0
58,41,3,1,0,1,0,1,0
56,190,3,2,0,1,0,1,1
64,8,2,0,0,1,0,0,0
35,55,2,1,0,1,1,0,0
45,40,2,1,0,0,0,1,0
57,22,3,0,0,1,1,0,0
35,44,2,1,0,0,1,0,0
46,102,3,4,0,1,0,0,1
30,54,4,1,235,1,0,0,0
44,130,4,3,0,0,1,0,1
39,75,3,2,0,1,1,0,0
42,42,2,1,0,1,0,1,0
34,133,1,3,0,1,0,1,0
46,40,1,1,0,1,1,0,0
55,34,3,1,101,1,0,1,0
28,142,1,0,0,1,0,1,0
35,64,3,2,0,1,0,1,0
60,44,2,1,170,1,0,0,0
50,95,1,0,262,1,0,1,0
52,49,1,1,0,1,0,0,0
51,12,2,0,0,0,0,1,0
51,98,1,1,0,1,0,0,0
59,42,4,0,0,1,0,1,0
53,44,2,0,0,1,0,0,0
43,124,1,5,0,0,0,1,0
31,175,2,6,0,1,0,1,0
32,22,4,0,0,0,0,1,0
41,78,4,2,99,1,0,1,0
31,54,2,1,109,0,1,0,0
41,154,1,7,0,0,0,1,0
47,42,3,2,0,1,1,0,0
37,195,2,6,635,1,0,1,0
53,80,1,3,0,1,0,0,0
62,89,2,2,0,1,0,1,0
33,61,3,2,0,1,1,0,0
54,25,4,0,0,0,0,0,0
27,43,3,0,163,1,1,0,0
60,122,1,2,352,0,0,1,0
29,160,1,4,385,1,0,1,0
56,83,4,1,0,0,1,0,0
55,79,2,0,0,0,0,0,0
45,30,3,0,0,1,1,0,0
33,145,1,4,437,1,0,1,0
45,151,2,3,328,0,0,1,0
44,14,2,0,98,0,0,0,0
37,19,3,0,0,1,1,0,0
42,55,1,0,135,1,0,0,0
26,132,2,2,0,0,0,0,1
33,182,1,8,0,0,0,1,0
61,78,3,0,0,1,0,1,0
31,42,1,2,0,1,1,0,0
54,44,2,2,187,1,0,0,0
62,195,4,5,522,1,0,0,1
61,53,3,0,0,1,1,0,0
66,65,3,2,0,0,0,1,0
38,43,4,0,0,0,0,1,0
55,38,4,1,0,0,0,0,0
60,50,1,1,0,1,0,0,0
23,81,2,1,0,0,1,0,0
29,41,1,1,0,1,0,0,0
35,73,3,2,0,1,0,1,0
53,31,2,0,104,0,0,0,0
32,84,3,0,0,1,1,0,0
38,95,2,1,0,1,0,1,0
44,162,4,1,301,0,0,1,1
43,60,2,2,115,0,0,0,0
54,121,2,1,0,0,0,0,1
52,43,3,1,165,1,1,0,0
31,38,1,1,182,1,1,0,0
47,82,1,2,276,1,0,1,0
42,52,4,1,0,1,0,1,0
57,43,3,1,168,0,0,1,0
33,82,1,2,0,1,1,0,0
35,161,1,4,0,1,0,1,0
56,24,2,0,0,1,1,0,0
57,102,1,2,0,1,0,1,0
25,53,3,2,0,0,1,0,0
53,85,1,1,0,0,0,1,0
59,111,3,4,0,1,0,1,0
56,90,2,0,0,1,0,1,0
54,94,2,1,188,0,0,1,0
48,63,4,3,0,0,0,0,0
55,153,2,2,0,1,1,0,1
33,39,2,2,0,0,0,0,0
46,205,2,8,181,1,0,1,0
42,142,1,3,496,1,0,1,0
49,163,2,0,0,0,0,1,0
42,113,3,1,0,1,0,1,0
46,64,1,2,0,1,0,1,0
65,20,3,0,0,0,0,0,0
50,179,1,1,0,1,0,1,0
54,91,2,4,90,1,0,0,0
42,103,1,3,0,1,0,1,1
57,80,4,1,0,0,1,0,0
61,38,2,0,0,0,0,1,0
60,44,1,0,0,0,0,1,0
40,164,1,4,0,0,1,0,1
33,81,3,1,0,1,0,1,0
37,95,2,1,83,0,1,0,0
52,44,3,1,0,0,1,0,0
33,88,3,1,0,1,0,1,0
62,148,3,7,0,1,1,0,1
62,169,3,5,184,1,1,0,1
63,11,1,0,102,0,1,0,0
55,92,1,3,158,0,0,0,0
33,74,3,2,0,1,1,0,0
25,72,3,0,0,1,0,1,0
55,63,3,2,0,1,0,1,0
29,172,2,4,415,1,0,1,0
45,183,2,1,0,1,0,1,0
60,40,1,2,166,1,0,0,0
44,68,4,2,0,0,0,1,0
48,78,4,3,0,1,0,0,0
57,68,2,3,184,0,0,1,0
58,49,1,1,99,1,0,1,0
58,39,2,2,0,1,0,0,0
44,151,1,3,392,1,0,1,0
54,159,2,0,461,1,0,1,0
59,89,4,1,0,1,1,0,0
63,105,4,1,244,0,0,0,0
61,78,2,2,0,1,0,1,0
58,128,2,2,344,0,0,1,0
44,81,4,0,228,0,0,1,0
53,50,4,0,152,1,0,0,0
63,38,3,0,178,1,0,0,0
41,119,2,6,263,1,0,1,0
50,110,3,1,0,1,1,0,0
51,29,1,1,102,0,0,0,0
47,19,1,0,0,1,0,0,0
43,130,2,4,221,0,0,0,1
46,38,1,2,130,1,0,1,0
50,31,1,0,0,0,0,0,0
33,14,4,0,105,1,1,0,0
27,158,3,0,0,1,1,0,1
34,39,4,0,115,1,0,1,0
34,141,2,4,0,0,0,0,1
28,33,3,1,167,1,0,1,0
29,92,2,0,0,1,0,1,0
52,78,3,3,0,0,1,0,0
47,42,3,2,0,1,1,0,0
41,15,2,0,83,0,1,0,0
58,48,1,2,0,1,1,0,0
37,63,3,2,0,1,0,1,0
57,149,1,4,0,0,0,1,0
63,49,1,0,103,1,0,1,0
60,125,2,3,0,0,0,1,0
50,58,1,1,0,1,1,0,0
60,48,3,1,0,1,0,1,0
54,75,2,3,0,0,0,0,0
28,114,2,0,0,1,0,1,0
45,134,4,5,0,1,1,0,1
28,111,4,2,0,1,0,0,0
54,62,4,3,149,1,1,0,0
42,45,1,0,0,1,0,1,0
30,113,2,0,0,1,0,1,0
61,128,1,2,0,1,0,1,0
64,168,4,5,0,1,0,0,1
38,81,1,4,206,1,0,0,0
39,75,1,0,297,0,1,0,0
54,21,4,0,0,0,0,0,0
59,83,3,4,0,1,0,1,0
39,121,1,3,368,1,0,1,0
63,40,4,1,0,1,0,0,0
31,101,1,2,170,0,0,0,0
56,90,2,4,0,0,0,0,0
47,68,1,2,0,1,1,0,0
28,74,2,1,221,0,1,0,0
32,74,4,0,257,0,1,0,0
54,51,2,3,0,0,0,0,0
29,149,1,1,0,1,0,1,0
39,31,1,1,88,1,0,0,0
26,85,2,1,0,0,0,0,0
29,62,2,1,0,0,0,0,0
46,44,1,0,110,1,0,1,0
38,63,3,0,190,1,0,0,0
55,23,2,0,0,1,0,1,0
48,40,3,2,87,1,1,0,0
36,78,2,4,204,1,0,0,0
39,40,3,0,129,1,0,0,0
40,78,4,2,0,1,0,1,0
26,129,3,0,0,0,1,0,1
55,71,3,0,0,0,1,0,0
61,23,3,0,0,1,0,0,0
57,15,2,0,0,1,0,1,0
56,28,1,1,138,0,0,1,0
31,23,3,1,95,0,0,1,0
61,19,1,1,0,1,0,0,0
58,42,3,1,158,0,0,0,0
43,113,2,0,325,0,0,1,0
29,34,4,0,0,0,1,0,0
50,19,1,0,104,0,1,0,0
49,43,1,1,0,1,1,0,0
43,179,3,1,0,1,0,1,1
58,44,3,2,0,0,0,0,0
41,21,2,0,0,0,1,0,0
65,115,1,2,174,0,0,1,0
52,81,4,3,0,0,1,0,0
55,91,2,2,0,0,0,1,0
49,30,4,0,0,0,1,0,0
52,55,3,1,0,1,0,0,0
56,48,2,2,0,0,0,0,0
30,23,4,0,121,0,1,0,0
36,21,3,0,0,0,1,0,0
41,55,2,1,0,0,0,1,0
42,21,3,1,0,1,1,0,0
60,40,3,2,0,1,0,0,0
44,30,4,0,0,0,0,1,0
34,78,3,0,0,1,1,0,0
56,65,2,3,0,1,0,0,0
31,50,4,2,209,1,0,0,0
29,55,4,2,0,1,1,0,0
31,111,2,0,0,0,0,1,0
36,21,3,0,0,0,1,0,0
42,65,3,0,256,1,0,0,0
64,114,1,0,0,1,0,0,0
61,54,3,0,179,1,0,0,0
35,75,2,1,0,1,1,0,0
28,13,4,0,0,0,0,1,0
38,54,2,0,218,0,0,0,0
44,22,3,1,126,1,1,0,0
45,198,2,2,0,1,0,1,0
46,18,1,0,0,1,0,1,0
57,74,4,0,0,0,0,1,0
40,61,4,0,0,1,0,0,0
38,64,2,1,0,0,0,1,0
39,10,2,0,0,0,1,0,0
23,82,2,1,0,0,1,0,0
47,61,3,2,168,1,1,0,0
32,83,2,2,148,1,0,1,0
30,73,3,2,0,1,0,0,0
54,22,2,0,89,1,0,1,0
25,91,2,1,321,0,1,0,0
60,65,3,2,94,0,0,0,0
61,13,3,0,0,1,0,1,0
36,103,1,4,255,1,0,1,0
52,95,1,0,0,1,0,1,0
33,31,4,1,0,1,0,1,0
57,131,3,0,0,1,0,1,1
34,175,4,1,0,1,0,0,1
50,38,4,0,0,1,0,1,0
43,104,3,1,0,1,0,1,0
34,114,3,3,0,0,0,0,1
26,38,4,1,0,1,1,0,0
26,30,4,1,0,1,0,0,0
48,19,2,0,106,0,0,0,0
49,25,4,1,0,1,0,1,0
